id,practice_id,sub_family_id,planet,people,prosperity,keyword,precision_of_recommendations,criteria,justification,test_1_1_1,test_1_1_2,test_x,correspondence,correspondence_link,target,formal_type,difficulty,misc_comments,odds,is_unmissable,cycle_de_vie,tags,actors,indicators,x_indicator,y_indicator,priority,recurrence,use_case
53,STR-4.02,4,C,C,B,Project framing,,Are personal data within the GDPR scope used?,"The user entrusts you with data. To take the PEOPLE aspect into consideration, and not to expose yourself to costly sanctions, the Sustainable IT approach encourages a strong limitation of this data.",Is each personal data listed and managed?,,,,,Strategy,RECO,*,,,0,Conception,#SEC ; #USE ; #LEG,ProductOwner ;,,,,High,Once,Risks analysis
54,STR-4.C03,4,B,B,B,Emergence,Focus on OpenSource solutions,Is the choice of Open Source solutions preferred?,An Open Source solution is not a guarantee of Sustainable IT efficiency and the different alternatives must be challenged. But open source makes it possible to limit the ambitions and control of certain actors whose economic and social practices are opaque.,What Sustainable IT metrics do you have for the proposed Open Source solutions?,,,,,Strategy,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
55,STR-4.C04,4,B,B,B,Emergence,Anticipate the impacts,"Do the integrated tools (CMS, frameworks, ...), or internal developments, bring positive elements to the Sustainable IT approach?","In the BUY / BUILD choices, the Sustainable IT dimension should be assessed and projected over time to ensure that the choices are sufficiently scalable to gain Sustainable IT compliance over time. And not only on the development / integration phase.",What Sustainable IT metrics do you have for the solutions deployed internally?,What Sustainable IT metrics do you have for integrated solutions?,,,,Architecture,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
56,STR-4.C05,4,B,B,B,Emergence,Anticipate the impacts,Which technology adhering to Sustainable IT principles is most appropriate for my needs?,"The technological choice must be dictated by Sustainable IT criteria, rather than by the technological appeal of the trendy novelty. To have a broader vision, the list of criteria must be determined by a collective not exclusively made up of technicians who will use them.",Do you have a grid of criteria for evaluating the technological alternatives available?,,,,,Architecture,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
57,STR-4.C06,4,B,B,A,Emergence,Anticipate the impacts,"In the case of internal development (CMS, Framework, ...), what is the relevance of reworking it from the angle of Sustainable IT optimization, if the Sustainable IT approach is poorly mastered and the project is already advanced?","The tools selected for the developments must enable the integration of Sustainable IT principles without a complex overhaul being necessary. The complexity parts goodwill and discards the less experienced people, which gives the project an elitist form not very compatible with the Sustainable IT principles.","Is the cost of upgrading of the solutions deployed internally, with respect to the Sustainable IT, quantified?",,,,,Architecture,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
58,STR-4.C07,4,B,B,A,Emergence,Anticipate the impacts,How to choose the most suitable technical solutions for Sustainable IT?,A choice of technical base must take into account the technical aspects but also the orientations of the suppliers and the ease of deploying the production carried out from this base while limiting the environmental footprints. The criteria for the selection of this type of component must be clearly defined.,"Have you listed the rules that make it possible to arbitrate the technical choices, for example: the training load compared to the Sustainable IT gain, the medium and long-term economic aspects compared to the Sustainable IT gain, technical performance and IT positioning Sustainable from the solution and from the supplier?",,,,,Architecture,CONSEIL,N/A,,,0,Acquisition,,,,,,,0,
59,SPC-1.01,5,A,A,B,project Team,Organize project resources to enable the Sustainable IT approach to be taken into account ( Inform the team as early as possible the Sustainable IT challenges of the project.),Have the Sustainable IT challenges of the project been communicated to the team from the start?,The Sustainable IT approach is best taken into account when it is part of a systemic process and when it is presented as a direction to follow for all stakeholders.,How many people are aware/ trained in Sustainable IT in the project team?,,,,,Strategy,RECO,*,,,1,N/A,#COM ; #METH ; #GOV ; #HR,ProjectMngr ; ProductOwner ; Manager ; RSE/NR ;  ITMngr,(X / Y ) * 100,Number aware of Sustainable IT concerns,Number of staff members,High,Once,Statement of work defines objectives and targets for sustainable IT
60,SPC-1.02,5,A,A,B,project Team,Organize the project resources to allow the taking into account of the Sustainable IT approach (Identify the Sustainable IT ambassador of the project.),Are the organization's Sustainable IT referents identified?,Sustainable IT requires a solid knowledge which must be carried by the people who are the best adapted.,Is there a designated Sustainable IT referent for the project?,,,,,Strategy,RECO,*,,,0,N/A,#COM ; #METH ; #GOV ; #HR,RSE/NR ; HR ;,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,High,Once,Project framing establish Sustainable IT advisor
61,SPC-1.C01,5,A,B,A,Users and customers,Organize project resources to allow the taking into account of the Sustainable IT approach (Involve customers / users in the Sustainable IT approach),What editorial approach is planned to make customers aware of Sustainable IT? OR which communication method will be used to inform the customers of Sustainable IT ?,Communication with users and customers is also a company commitment to reduce its environmental footprint and stand out from the competition by displaying its ambition and its Sustainable IT results.,Is Sustainable IT communication to customers set?,,,,,Strategy,CONSEIL,N/A,,,0,Utilisation,,,,,,,0,
62,SPC-1.03,5,B,A,B,project Team,"Organize project resources to take into account the Sustainable IT approach (building the project team, designer, user, supplier)",Does each group of the Project team have Sustainable IT skills?,"Each of the project steps requires specific knowledge for the Sustainable IT aspects, it is important that all the steps are covered so that the Sustainable IT results are consistent throughout the life of the service. OR each porject's milstone  requires specific knowledge of the Sustainable IT aspects. Thus  the final results are consistent throughout the life of the service. ",How many people are made aware of and trained in Sustainable IT?,,,,,,RECO,*,,,1,N/A,#COM ; #METH ; #HR ;,ProjectMngr ; ProductOwner ; Manager ; ITMngr ;,(X / Y ) * 100,Sust; IT traning plan = 100 ; Sust. IT resources staffed = 50 ; None = 0 ,100,High,OnUpdate,Training plan appropriate for all
63,SPC-1.04,5,A,B,B,project Team,"Organize(replace organize by : structure/orchestrate/coordinate ) project resources to enable the Sustainable IT approach to be taken into account (Interrogate the teams, how my action will have an impact on the service) ",Are LCA data used in adaption of an existing service? ,LCA analyzes can be carried out on existing services in order to make them more efficient in case of a redesign or adaptation of an existing service. The Sustainable IT specifications and requirements from previous LCAs must be reutilized  and adapted if necessary.,Have you made previous LCAs available to the project teams?,Is the LCA of this project made available for other projects?,Will the LCA of this project be carried out?,,,Cycle de vie,RECO,**,,,0,Revalorisation,#USE ; #MAINT ; #COM ; #VALUE ; #DEBT ; #METH,Dev ; Designer ; ProjectMngr ; ProductOwner ; RSE/NR,(X / Y ) * 100,Formalized = 100 ; Planned = 75 ; Identified = 50 ; Ignored = 0,100,Low,OnUpdate,"Minmal LCA (""screening"") available"
64,SPC-1.C02,5,B,A,B,project Team,Organize project resources to enable the Sustainable IT approach to be taken into account ( Organize multidisciplinary teams across the board),Does each stakeholder have the latitude to make decisions that may influence the environmental footprint?,"The specifications and the USER STORY can evolve over time, these evolutions must systematically take into account the Sustainable IT aspects. Adaptations are most often made in the trades. Environmental impacts must also be able to have this latitude with pre-defined validation paths.",Is the decision-making circuit and autonomy having a Sustainable IT impact defined for each participant?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
65,SPC-2.C01,6,B,B,A,Users and customers,Involve users in Sustainable IT project  staff (include end users in defining specifications),was the needs deinition made by involving the end users?,"When user needs are extrapolated from analyzes and organizational objectives, this can lead to expressions of need that are broader than those that users will actually use and the service will be more consumer than necessary.",Does the project owner includes a key user or a representative mastering the job?,,,,,Strategy,CONSEIL,N/A,,,0,Conception,,,,,,,0,
66,SPC-2.C02,6,A,B,A,Users and customers,involve users in the Sustainable IT project resources (Transmit a Sustainable IT methodology to users),Do you transmit a Sustainable IT methodology to users?,"The uses of services are a source of resource consumption. If users are encouraged and guided to reduce their impact with educational approaches, this makes the entire service more efficient in reducing its impact.",Is a key user with a strong Sustainable IT  believes included in the project approach?,Is a key user dedicated to the project trained in Sustainable IT?,,,,Strategy,CONSEIL,N/A,,,0,Conception,,,,,,,0,
67,SPC-2.C03,6,B,A,A,,"Involve users in Sustainable IT project resources (set out the project's objectives , define quantitative and qualitative indicators (Carbon, WEEE, resources, ...))",Are the Sustainable IT features spread/shared and maintained across all stakeholders?,"When each of the stakeholders has easy access to markers to assess the environmental footprint of their actions and choices, they can adapt their practices to make the service more efficient and responsible.",What are the markers and follow-up steps defined?,,,,,Cycle de vie,CONSEIL,N/A,,,0,Production,,,,,,,0,
